Date,Fee Rate
2010-10-04,8
2010-10-05,0
2010-10-06,0
2010-10-07,0
2010-10-08,0
2010-10-09,0
2010-10-10,0
2010-10-11,0
2010-10-12,0
2010-10-13,0
2010-10-14,247
2010-10-15,0
2010-10-16,0
2010-10-17,0
2010-10-18,0
2010-10-19,12
2010-10-20,0
2010-10-21,0
2010-10-22,5
2010-10-23,0
2010-10-24,35
2010-10-25,0
2010-10-26,0
2010-10-27,0
2010-10-28,0
2010-10-29,0
2010-10-30,0
2010-10-31,0
2010-11-01,0
2010-11-02,0
2010-11-03,0
2010-11-04,0
2010-11-05,0
2010-11-06,0
2010-11-07,0
2010-11-08,0
2010-11-09,395
2010-11-10,0
2010-11-11,0
2010-11-12,0
2010-11-13,0
2010-11-14,0
2010-11-15,0
2010-11-16,25
2010-11-17,0
2010-11-18,0
2010-11-19,0
2010-11-20,5
2010-11-21,49
2010-11-22,43
2010-11-23,617
2010-11-24,609
2010-11-25,12
2010-11-26,0
2010-11-27,107
2010-11-28,17
2010-11-29,0
2010-11-30,23
2010-12-01,9
2010-12-02,27
2010-12-03,54
2010-12-04,9
2010-12-05,10
2010-12-06,42
2010-12-07,44
2010-12-08,45
2010-12-09,31
2010-12-10,29
2010-12-11,69
2010-12-12,83
2010-12-13,87
2010-12-14,131
2010-12-15,31
2010-12-16,41
2010-12-17,74
2010-12-18,157
2010-12-19,51
2010-12-20,66
2010-12-21,26
2010-12-22,90
2010-12-23,74
2010-12-24,41
2010-12-25,57
2010-12-26,44
2010-12-27,62
2010-12-28,50
2010-12-29,55
2010-12-30,93
2010-12-31,52
2011-01-01,17
2011-01-02,48
2011-01-03,51
2011-01-04,191
2011-01-05,16
2011-01-06,24
2011-01-07,47
2011-01-08,16
2011-01-09,5
2011-01-10,44
2011-01-11,16
2011-01-12,14
2011-01-13,92
2011-01-14,7
2011-01-15,18
2011-01-16,36
2011-01-17,32
2011-01-18,69
2011-01-19,22
2011-01-20,19
2011-01-21,38
2011-01-22,14
2011-01-23,91
2011-01-24,102
2011-01-25,57
2011-01-26,49
2011-01-27,158
2011-01-28,76
2011-01-29,33
2011-01-30,86
2011-01-31,272
2011-02-01,170
2011-02-02,187
2011-02-03,20
2011-02-04,72
2011-02-05,45
2011-02-06,66
2011-02-07,36
2011-02-08,126
2011-02-09,69
2011-02-10,18
2011-02-11,131
2011-02-12,70
2011-02-13,126
2011-02-14,48
2011-02-15,375
2011-02-16,38
2011-02-17,101
2011-02-18,20
2011-02-19,77
2011-02-20,111
2011-02-21,90
2011-02-22,20
2011-02-23,38
2011-02-24,59
2011-02-25,22
2011-02-26,74
2011-02-27,87
2011-02-28,153
2011-03-01,108
2011-03-02,37
2011-03-03,76
2011-03-04,760
2011-03-05,105
2011-03-06,305
2011-03-07,827
2011-03-08,953
2011-03-09,492
2011-03-10,516
2011-03-11,588
2011-03-12,915
2011-03-13,178
2011-03-14,238
2011-03-15,221
2011-03-16,183
2011-03-17,185
2011-03-18,153
2011-03-19,167
2011-03-20,136
2011-03-21,188
2011-03-22,577
2011-03-23,1482
2011-03-24,1244
2011-03-25,1064
2011-03-26,699
2011-03-27,404
2011-03-28,662
2011-03-29,389
2011-03-30,409
2011-03-31,646
2011-04-01,510
2011-04-02,573
2011-04-03,448
2011-04-04,693
2011-04-05,725
2011-04-06,684
2011-04-07,735
2011-04-08,510
2011-04-09,624
2011-04-10,687
2011-04-11,815
2011-04-12,564
2011-04-13,505
2011-04-14,475
2011-04-15,1324
2011-04-16,266
2011-04-17,371
2011-04-18,260
2011-04-19,322
2011-04-20,443
2011-04-21,552
2011-04-22,496
2011-04-23,701
2011-04-24,740
2011-04-25,503
2011-04-26,790
2011-04-27,402
2011-04-28,476
2011-04-29,547
2011-04-30,567
2011-05-01,573
2011-05-02,667
2011-05-03,437
2011-05-04,405
2011-05-05,553
2011-05-06,664
2011-05-07,567
2011-05-08,490
2011-05-09,658
2011-05-10,720
2011-05-11,570
2011-05-12,601
2011-05-13,515
2011-05-14,601
2011-05-15,775
2011-05-16,888
2011-05-17,750
2011-05-18,723
2011-05-19,856
2011-05-20,810
2011-05-21,844
2011-05-22,1088
2011-05-23,915
2011-05-24,775
2011-05-25,929
2011-05-26,807
2011-05-27,741
2011-05-28,737
2011-05-29,712
2011-05-30,739
2011-05-31,836
2011-06-01,795
2011-06-02,868
2011-06-03,776
2011-06-04,653
2011-06-05,859
2011-06-06,725
2011-06-07,690
2011-06-08,820
2011-06-09,791
2011-06-10,821
2011-06-11,815
2011-06-12,799
2011-06-13,859
2011-06-14,733
2011-06-15,650
2011-06-16,738
2011-06-17,595
2011-06-18,634
2011-06-19,582
2011-06-20,517
2011-06-21,477
2011-06-22,450
2011-06-23,406
2011-06-24,362
2011-06-25,383
2011-06-26,591
2011-06-27,584
2011-06-28,486
2011-06-29,440
2011-06-30,479
2011-07-01,449
2011-07-02,408
2011-07-03,390
2011-07-04,398
2011-07-05,400
2011-07-06,461
2011-07-07,364
2011-07-08,367
2011-07-09,367
2011-07-10,382
2011-07-11,327
2011-07-12,340
2011-07-13,359
2011-07-14,404
2011-07-15,351
2011-07-16,500
2011-07-17,294
2011-07-18,334
2011-07-19,284
2011-07-20,356
2011-07-21,273
2011-07-22,242
2011-07-23,361
2011-07-24,228
2011-07-25,319
2011-07-26,251
2011-07-27,206
2011-07-28,246
2011-07-29,204
2011-07-30,236
2011-07-31,217
2011-08-01,198
2011-08-02,207
2011-08-03,193
2011-08-04,232
2011-08-05,226
2011-08-06,207
2011-08-07,774
2011-08-08,238
2011-08-09,214
2011-08-10,284
2011-08-11,311
2011-08-12,230
2011-08-13,211
2011-08-14,229
2011-08-15,290
2011-08-16,259
2011-08-17,241
2011-08-18,197
2011-08-19,189
2011-08-20,220
2011-08-21,177
2011-08-22,170
2011-08-23,214
2011-08-24,220
2011-08-25,274
2011-08-26,191
2011-08-27,138
2011-08-28,168
2011-08-29,179
2011-08-30,158
2011-08-31,314
2011-09-01,199
2011-09-02,184
2011-09-03,235
2011-09-04,155
2011-09-05,187
2011-09-06,227
2011-09-07,188
2011-09-08,271
2011-09-09,162
2011-09-10,201
2011-09-11,184
2011-09-12,173
2011-09-13,175
2011-09-14,155
2011-09-15,146
2011-09-16,254
2011-09-17,189
2011-09-18,236
2011-09-19,219
2011-09-20,187
2011-09-21,164
2011-09-22,140
2011-09-23,148
2011-09-24,158
2011-09-25,254
2011-09-26,125
2011-09-27,123
2011-09-28,179
2011-09-29,177
2011-09-30,153
2011-10-01,156
2011-10-02,154
2011-10-03,151
2011-10-04,346
2011-10-05,147
2011-10-06,157
2011-10-07,321
2011-10-08,165
2011-10-09,149
2011-10-10,125
2011-10-11,140
2011-10-12,198
2011-10-13,186
2011-10-14,186
2011-10-15,128
2011-10-16,146
2011-10-17,151
2011-10-18,162
2011-10-19,136
2011-10-20,147
2011-10-21,319
2011-10-22,137
2011-10-23,131
2011-10-24,136
2011-10-25,150
2011-10-26,123
2011-10-27,139
2011-10-28,141
2011-10-29,135
2011-10-30,145
2011-10-31,160
2011-11-01,152
2011-11-02,218
2011-11-03,133
2011-11-04,118
2011-11-05,116
2011-11-06,154
2011-11-07,114
2011-11-08,148
2011-11-09,154
2011-11-10,120
2011-11-11,118
2011-11-12,95
2011-11-13,117
2011-11-14,130
2011-11-15,108
2011-11-16,109
2011-11-17,138
2011-11-18,137
2011-11-19,143
2011-11-20,157
2011-11-21,175
2011-11-22,127
2011-11-23,127
2011-11-24,158
2011-11-25,175
2011-11-26,194
2011-11-27,133
2011-11-28,124
2011-11-29,121
2011-11-30,163
2011-12-01,91
2011-12-02,153
2011-12-03,175
2011-12-04,183
2011-12-05,128
2011-12-06,118
2011-12-07,123
2011-12-08,144
2011-12-09,101
2011-12-10,129
2011-12-11,120
2011-12-12,8479
2011-12-13,7287
2011-12-14,179
2011-12-15,150
2011-12-16,369
2011-12-17,123
2011-12-18,168
2011-12-19,163
2011-12-20,152
2011-12-21,173
2011-12-22,180
2011-12-23,134
2011-12-24,114
2011-12-25,117
2011-12-26,130
2011-12-27,134
2011-12-28,135
2011-12-29,159
2011-12-30,161
2011-12-31,156
2012-01-01,166
2012-01-02,131
2012-01-03,190
2012-01-04,191
2012-01-05,487
2012-01-06,163
2012-01-07,173
2012-01-08,148
2012-01-09,110
2012-01-10,189
2012-01-11,118
2012-01-12,135
2012-01-13,1309
2012-01-14,426
2012-01-15,332
2012-01-16,816
2012-01-17,851
2012-01-18,246
2012-01-19,345
2012-01-20,868
2012-01-21,803
2012-01-22,151
2012-01-23,125
2012-01-24,173
2012-01-25,304
2012-01-26,266
2012-01-27,156
2012-01-28,723
2012-01-29,244
2012-01-30,7431
2012-01-31,1063
2012-02-01,246
2012-02-02,121
2012-02-03,335
2012-02-04,213
2012-02-05,259
2012-02-06,142
2012-02-07,160
2012-02-08,215
2012-02-09,166
2012-02-10,221
2012-02-11,108
2012-02-12,114
2012-02-13,122
2012-02-14,149
2012-02-15,353
2012-02-16,164
2012-02-17,205
2012-02-18,130
2012-02-19,118
2012-02-20,102
2012-02-21,157
2012-02-22,112
2012-02-23,111
2012-02-24,135
2012-02-25,133
2012-02-26,104
2012-02-27,126
2012-02-28,197
2012-02-29,115
2012-03-01,118
2012-03-02,191
2012-03-03,123
2012-03-04,145
2012-03-05,132
2012-03-06,154
2012-03-07,144
2012-03-08,136
2012-03-09,133
2012-03-10,132
2012-03-11,141
2012-03-12,115
2012-03-13,126
2012-03-14,295
2012-03-15,143
2012-03-16,117
2012-03-17,288
2012-03-18,116
2012-03-19,126
2012-03-20,139
2012-03-21,160
2012-03-22,106
2012-03-23,113
2012-03-24,161
2012-03-25,550
2012-03-26,247
2012-03-27,108
2012-03-28,145
2012-03-29,145
2012-03-30,136
2012-03-31,136
2012-04-01,167
2012-04-02,145
2012-04-03,137
2012-04-04,140
2012-04-05,152
2012-04-06,141
2012-04-07,138
2012-04-08,141
2012-04-09,142
2012-04-10,138
2012-04-11,184
2012-04-12,155
2012-04-13,155
2012-04-14,137
2012-04-15,170
2012-04-16,110
2012-04-17,146
2012-04-18,171
2012-04-19,145
2012-04-20,163
2012-04-21,166
2012-04-22,142
2012-04-23,167
2012-04-24,128
2012-04-25,190
2012-04-26,162
2012-04-27,312
2012-04-28,177
2012-04-29,214
2012-04-30,115
2012-05-01,122
2012-05-02,147
2012-05-03,149
2012-05-04,178
2012-05-05,166
2012-05-06,140
2012-05-07,130
2012-05-08,172
2012-05-09,164
2012-05-10,167
2012-05-11,161
2012-05-12,144
2012-05-13,140
2012-05-14,187
2012-05-15,221
2012-05-16,205
2012-05-17,147
2012-05-18,149
2012-05-19,157
2012-05-20,201
2012-05-21,147
2012-05-22,141
2012-05-23,124
2012-05-24,159
2012-05-25,161
2012-05-26,157
2012-05-27,150
2012-05-28,152
2012-05-29,154
2012-05-30,120
2012-05-31,165
2012-06-01,131
2012-06-02,136
2012-06-03,124
2012-06-04,131
2012-06-05,143
2012-06-06,161
2012-06-07,156
2012-06-08,149
2012-06-09,145
2012-06-10,160
2012-06-11,146
2012-06-12,129
2012-06-13,127
2012-06-14,157
2012-06-15,138
2012-06-16,137
2012-06-17,144
2012-06-18,140
2012-06-19,160
2012-06-20,152
2012-06-21,144
2012-06-22,255
2012-06-23,181
2012-06-24,168
2012-06-25,143
2012-06-26,126
2012-06-27,140
2012-06-28,134
2012-06-29,135
2012-06-30,125
2012-07-01,147
2012-07-02,124
2012-07-03,177
2012-07-04,122
2012-07-05,131
2012-07-06,133
2012-07-07,157
2012-07-08,397
2012-07-09,132
2012-07-10,141
2012-07-11,157
2012-07-12,140
2012-07-13,124
2012-07-14,126
2012-07-15,166
2012-07-16,148
2012-07-17,148
2012-07-18,129
2012-07-19,178
2012-07-20,187
2012-07-21,184
2012-07-22,135
2012-07-23,149
2012-07-24,135
2012-07-25,131
2012-07-26,131
2012-07-27,136
2012-07-28,156
2012-07-29,142
2012-07-30,124
2012-07-31,128
2012-08-01,122
2012-08-02,149
2012-08-03,133
2012-08-04,211
2012-08-05,130
2012-08-06,187
2012-08-07,176
2012-08-08,161
2012-08-09,322
2012-08-10,352
2012-08-11,132
2012-08-12,143
2012-08-13,123
2012-08-14,125
2012-08-15,144
2012-08-16,137
2012-08-17,152
2012-08-18,170
2012-08-19,118
2012-08-20,120
2012-08-21,170
2012-08-22,145
2012-08-23,147
2012-08-24,164
2012-08-25,153
2012-08-26,172
2012-08-27,168
2012-08-28,207
2012-08-29,198
2012-08-30,176
2012-08-31,210
2012-09-01,182
2012-09-02,217
2012-09-03,209
2012-09-04,208
2012-09-05,165
2012-09-06,146
2012-09-07,144
2012-09-08,142
2012-09-09,171
2012-09-10,171
2012-09-11,166
2012-09-12,190
2012-09-13,170
2012-09-14,149
2012-09-15,124
2012-09-16,128
2012-09-17,112
2012-09-18,134
2012-09-19,158
2012-09-20,153
2012-09-21,145
2012-09-22,208
2012-09-23,135
2012-09-24,141
2012-09-25,217
2012-09-26,146
2012-09-27,135
2012-09-28,129
2012-09-29,392
2012-09-30,127
2012-10-01,111
2012-10-02,137
2012-10-03,197
2012-10-04,137
2012-10-05,829
2012-10-06,174
2012-10-07,146
2012-10-08,161
2012-10-09,160
2012-10-10,157
2012-10-11,165
2012-10-12,180
2012-10-13,151
2012-10-14,139
2012-10-15,134
2012-10-16,147
2012-10-17,155
2012-10-18,415
2012-10-19,121
2012-10-20,121
2012-10-21,124
2012-10-22,132
2012-10-23,135
2012-10-24,132
2012-10-25,139
2012-10-26,126
2012-10-27,171
2012-10-28,149
2012-10-29,151
2012-10-30,152
2012-10-31,169
2012-11-01,173
2012-11-02,185
2012-11-03,202
2012-11-04,173
2012-11-05,167
2012-11-06,166
2012-11-07,175
2012-11-08,176
2012-11-09,164
2012-11-10,168
2012-11-11,168
2012-11-12,166
2012-11-13,162
2012-11-14,168
2012-11-15,174
2012-11-16,194
2012-11-17,178
2012-11-18,149
2012-11-19,181
2012-11-20,166
2012-11-21,172
2012-11-22,166
2012-11-23,155
2012-11-24,161
2012-11-25,160
2012-11-26,169
2012-11-27,160
2012-11-28,628
2012-11-29,254
2012-11-30,170
2012-12-01,170
2012-12-02,171
2012-12-03,159
2012-12-04,174
2012-12-05,183
2012-12-06,164
2012-12-07,176
2012-12-08,169
2012-12-09,177
2012-12-10,165
2012-12-11,183
2012-12-12,184
2012-12-13,165
2012-12-14,233
2012-12-15,179
2012-12-16,170
2012-12-17,175
2012-12-18,184
2012-12-19,177
2012-12-20,181
2012-12-21,188
2012-12-22,193
2012-12-23,191
2012-12-24,193
2012-12-25,155
2012-12-26,188
2012-12-27,160
2012-12-28,181
2012-12-29,173
2012-12-30,168
2012-12-31,183
2013-01-01,173
2013-01-02,179
2013-01-03,183
2013-01-04,215
2013-01-05,177
2013-01-06,189
2013-01-07,239
2013-01-08,200
2013-01-09,166
2013-01-10,167
2013-01-11,648
2013-01-12,195
2013-01-13,180
2013-01-14,181
2013-01-15,178
2013-01-16,171
2013-01-17,174
2013-01-18,171
2013-01-19,165
2013-01-20,265
2013-01-21,175
2013-01-22,162
2013-01-23,169
2013-01-24,193
2013-01-25,188
2013-01-26,185
2013-01-27,201
2013-01-28,195
2013-01-29,176
2013-01-30,198
2013-01-31,178
2013-02-01,200
2013-02-02,199
2013-02-03,303
2013-02-04,188
2013-02-05,180
2013-02-06,180
2013-02-07,169
2013-02-08,179
2013-02-09,179
2013-02-10,177
2013-02-11,183
2013-02-12,187
2013-02-13,180
2013-02-14,207
2013-02-15,183
2013-02-16,220
2013-02-17,219
2013-02-18,195
2013-02-19,194
2013-02-20,180
2013-02-21,174
2013-02-22,207
2013-02-23,188
2013-02-24,179
2013-02-25,180
2013-02-26,219
2013-02-27,195
2013-02-28,203
2013-03-01,199
2013-03-02,229
2013-03-03,194
2013-03-04,178
2013-03-05,188
2013-03-06,188
2013-03-07,522
2013-03-08,191
2013-03-09,184
2013-03-10,197
2013-03-11,180
2013-03-12,224
2013-03-13,221
2013-03-14,200
2013-03-15,188
2013-03-16,220
2013-03-17,180
2013-03-18,186
2013-03-19,183
2013-03-20,231
2013-03-21,169
2013-03-22,182
2013-03-23,226
2013-03-24,194
2013-03-25,165
2013-03-26,183
2013-03-27,185
2013-03-28,240
2013-03-29,192
2013-03-30,196
2013-03-31,195
2013-04-01,187
2013-04-02,156
2013-04-03,192
2013-04-04,235
2013-04-05,210
2013-04-06,190
2013-04-07,150
2013-04-08,160
2013-04-09,153
