Date,Difficulty
2009-11-28,1
2009-11-29,1
2009-11-30,1
2009-12-01,1
2009-12-02,1
2009-12-03,1
2009-12-04,1
2009-12-05,1
2009-12-06,1
2009-12-07,1
2009-12-08,1
2009-12-09,1
2009-12-10,1
2009-12-11,1
2009-12-12,1
2009-12-13,1
2009-12-14,1
2009-12-15,1
2009-12-16,1
2009-12-17,1
2009-12-18,1
2009-12-19,1
2009-12-20,1
2009-12-21,1
2009-12-22,1
2009-12-23,1
2009-12-24,1
2009-12-25,1
2009-12-26,1
2009-12-27,1
2009-12-28,1
2009-12-29,1
2009-12-30,1
2009-12-31,1
2010-01-01,1
2010-01-02,1
2010-01-03,1
2010-01-04,1
2010-01-05,1
2010-01-06,1
2010-01-07,1
2010-01-08,1
2010-01-09,1
2010-01-10,1
2010-01-11,1
2010-01-12,1
2010-01-13,1
2010-01-14,1
2010-01-15,1
2010-01-16,1
2010-01-17,1
2010-01-18,1
2010-01-19,1
2010-01-20,1
2010-01-21,1
2010-01-22,1
2010-01-23,1
2010-01-24,1
2010-01-25,1
2010-01-26,1
2010-01-27,1
2010-01-28,1
2010-01-29,1
2010-01-30,1
2010-01-31,1
2010-02-01,1
2010-02-02,1
2010-02-03,1
2010-02-04,1
2010-02-05,2
2010-02-06,2
2010-02-07,2
2010-02-08,2
2010-02-09,2
2010-02-10,2
2010-02-11,2
2010-02-12,2
2010-02-13,2
2010-02-14,2
2010-02-15,3
2010-02-16,3
2010-02-17,3
2010-02-18,3
2010-02-19,3
2010-02-20,3
2010-02-21,3
2010-02-22,3
2010-02-23,3
2010-02-24,3
2010-02-25,4
2010-02-26,4
2010-02-27,4
2010-02-28,4
2010-03-01,4
2010-03-02,4
2010-03-03,4
2010-03-04,4
2010-03-05,4
2010-03-06,4
2010-03-07,4
2010-03-08,4
2010-03-09,5
2010-03-10,5
2010-03-11,5
2010-03-12,5
2010-03-13,5
2010-03-14,5
2010-03-15,5
2010-03-16,5
2010-03-17,5
2010-03-18,5
2010-03-19,5
2010-03-20,5
2010-03-21,5
2010-03-22,5
2010-03-23,5
2010-03-24,5
2010-03-25,5
2010-03-26,5
2010-03-27,5
2010-03-28,5
2010-03-29,5
2010-03-30,5
2010-03-31,5
2010-04-01,5
2010-04-02,6
2010-04-03,6
2010-04-04,6
2010-04-05,6
2010-04-06,6
2010-04-07,6
2010-04-08,6
2010-04-09,6
2010-04-10,6
2010-04-11,6
2010-04-12,6
2010-04-13,8
2010-04-14,8
2010-04-15,8
2010-04-16,8
2010-04-17,8
2010-04-18,8
2010-04-19,8
2010-04-20,8
2010-04-21,8
2010-04-22,11
2010-04-23,11
2010-04-24,11
2010-04-25,11
2010-04-26,11
2010-04-27,11
2010-04-28,11
2010-04-29,11
2010-04-30,11
2010-05-01,11
2010-05-02,11
2010-05-03,11
2010-05-04,11
2010-05-05,13
2010-05-06,13
2010-05-07,13
2010-05-08,13
2010-05-09,13
2010-05-10,13
2010-05-11,13
2010-05-12,13
2010-05-13,13
2010-05-14,13
2010-05-15,13
2010-05-16,13
2010-05-17,13
2010-05-18,13
2010-05-19,13
2010-05-20,12
2010-05-21,12
2010-05-22,12
2010-05-23,12
2010-05-24,12
2010-05-25,12
2010-05-26,12
2010-05-27,12
2010-05-28,12
2010-05-29,12
2010-05-30,17
2010-05-31,17
2010-06-01,17
2010-06-02,17
2010-06-03,17
2010-06-04,17
2010-06-05,17
2010-06-06,17
2010-06-07,17
2010-06-08,17
2010-06-09,17
2010-06-10,17
2010-06-11,17
2010-06-12,17
2010-06-13,17
2010-06-14,17
2010-06-15,17
2010-06-16,17
2010-06-17,17
2010-06-18,17
2010-06-19,17
2010-06-20,17
2010-06-21,17
2010-06-22,17
2010-06-23,17
2010-06-24,17
2010-06-25,19
2010-06-26,19
2010-06-27,19
2010-06-28,19
2010-06-29,19
2010-06-30,19
2010-07-01,19
2010-07-02,19
2010-07-03,19
2010-07-04,19
2010-07-05,19
2010-07-06,19
2010-07-07,24
2010-07-08,24
2010-07-09,24
2010-07-10,24
2010-07-11,24
2010-07-12,24
2010-07-13,24
2010-07-14,45
2010-07-15,45
2010-07-16,45
2010-07-17,182
2010-07-18,182
2010-07-19,182
2010-07-20,182
2010-07-21,182
2010-07-22,182
2010-07-23,182
2010-07-24,182
2010-07-25,182
2010-07-26,182
2010-07-27,182
2010-07-28,244
2010-07-29,244
2010-07-30,244
2010-07-31,244
2010-08-01,244
2010-08-02,244
2010-08-03,244
2010-08-04,244
2010-08-05,244
2010-08-06,352
2010-08-07,352
2010-08-08,352
2010-08-09,352
2010-08-10,352
2010-08-11,352
2010-08-12,352
2010-08-13,352
2010-08-14,352
2010-08-15,352
2010-08-16,512
2010-08-17,512
2010-08-18,512
2010-08-19,512
2010-08-20,512
2010-08-21,512
2010-08-22,512
2010-08-23,512
2010-08-24,512
2010-08-25,512
2010-08-26,512
2010-08-27,623
2010-08-28,623
2010-08-29,623
2010-08-30,623
2010-08-31,623
2010-09-01,623
2010-09-02,623
2010-09-03,623
2010-09-04,623
2010-09-05,623
2010-09-06,623
2010-09-07,623
2010-09-08,623
2010-09-09,713
2010-09-10,713
2010-09-11,713
2010-09-12,713
2010-09-13,713
2010-09-14,713
2010-09-15,713
2010-09-16,713
2010-09-17,713
2010-09-18,713
2010-09-19,713
2010-09-20,918
2010-09-21,918
2010-09-22,918
2010-09-23,918
2010-09-24,918
2010-09-25,918
2010-09-26,918
2010-09-27,918
2010-09-28,918
2010-09-29,1319
2010-09-30,1319
2010-10-01,1319
2010-10-02,1319
2010-10-03,1319
2010-10-04,1319
2010-10-05,1319
2010-10-06,1319
2010-10-07,1319
2010-10-08,1319
2010-10-09,1319
2010-10-10,1319
2010-10-11,1319
2010-10-12,1319
2010-10-13,1378
2010-10-14,1378
2010-10-15,1378
2010-10-16,1378
2010-10-17,1378
2010-10-18,1378
2010-10-19,1378
2010-10-20,1378
2010-10-21,1378
2010-10-22,2149
2010-10-23,2149
2010-10-24,2149
2010-10-25,2149
2010-10-26,2149
2010-10-27,2149
2010-10-28,2149
2010-10-29,2149
2010-10-30,2149
2010-10-31,3092
2010-11-01,3092
2010-11-02,3092
2010-11-03,3092
2010-11-04,3092
2010-11-05,3092
2010-11-06,3092
2010-11-07,3092
2010-11-08,3092
2010-11-09,3092
2010-11-10,4536
2010-11-11,4536
2010-11-12,4536
2010-11-13,4536
2010-11-14,4536
2010-11-15,4536
2010-11-16,4536
2010-11-17,4536
2010-11-18,4536
2010-11-19,6867
2010-11-20,6867
2010-11-21,6867
2010-11-22,6867
2010-11-23,6867
2010-11-24,6867
2010-11-25,6867
2010-11-26,6867
2010-11-27,6867
2010-11-28,6867
2010-11-29,6867
2010-11-30,6867
2010-12-01,8078
2010-12-02,8078
2010-12-03,8078
2010-12-04,8078
2010-12-05,8078
2010-12-06,8078
2010-12-07,8078
2010-12-08,8078
2010-12-09,8078
2010-12-10,12252
2010-12-11,12252
2010-12-12,12252
2010-12-13,12252
2010-12-14,12252
2010-12-15,12252
2010-12-16,12252
2010-12-17,12252
2010-12-18,12252
2010-12-19,12252
2010-12-20,12252
2010-12-21,12252
2010-12-22,14484
2010-12-23,14484
2010-12-24,14484
2010-12-25,14484
2010-12-26,14484
2010-12-27,14484
2010-12-28,14484
2010-12-29,14484
2010-12-30,14484
2010-12-31,14484
2011-01-01,14484
2011-01-02,14484
2011-01-03,14484
2011-01-04,16307
2011-01-05,16307
2011-01-06,16307
2011-01-07,16307
2011-01-08,16307
2011-01-09,16307
2011-01-10,16307
2011-01-11,16307
2011-01-12,16307
2011-01-13,16307
2011-01-14,16307
2011-01-15,16307
2011-01-16,18438
2011-01-17,18438
2011-01-18,18438
2011-01-19,18438
2011-01-20,18438
2011-01-21,18438
2011-01-22,18438
2011-01-23,18438
2011-01-24,18438
2011-01-25,18438
2011-01-26,18438
2011-01-27,18438
2011-01-28,22012
2011-01-29,22012
2011-01-30,22012
2011-01-31,22012
2011-02-01,22012
2011-02-02,22012
2011-02-03,22012
2011-02-04,22012
2011-02-05,22012
2011-02-06,22012
2011-02-07,22012
2011-02-08,22012
2011-02-09,25998
2011-02-10,25998
2011-02-11,25998
2011-02-12,25998
2011-02-13,25998
2011-02-14,25998
2011-02-15,25998
2011-02-16,25998
2011-02-17,25998
2011-02-18,25998
2011-02-19,36460
2011-02-20,36460
2011-02-21,36460
2011-02-22,36460
2011-02-23,36460
2011-02-24,36460
2011-02-25,36460
2011-02-26,36460
2011-02-27,36460
2011-02-28,55590
2011-03-01,55590
2011-03-02,55590
2011-03-03,55590
2011-03-04,55590
2011-03-05,55590
2011-03-06,55590
2011-03-07,55590
2011-03-08,55590
2011-03-09,55590
2011-03-10,76193
2011-03-11,76193
2011-03-12,76193
2011-03-13,76193
2011-03-14,76193
2011-03-15,76193
2011-03-16,76193
2011-03-17,76193
2011-03-18,76193
2011-03-19,76193
2011-03-20,76193
2011-03-21,76193
2011-03-22,76193
2011-03-23,76193
2011-03-24,76193
2011-03-25,76193
2011-03-26,68978
2011-03-27,68978
2011-03-28,68978
2011-03-29,68978
2011-03-30,68978
2011-03-31,68978
2011-04-01,68978
2011-04-02,68978
2011-04-03,68978
2011-04-04,68978
2011-04-05,68978
2011-04-06,82346
2011-04-07,82346
2011-04-08,82346
2011-04-09,82346
2011-04-10,82346
2011-04-11,82346
2011-04-12,82346
2011-04-13,82346
2011-04-14,82346
2011-04-15,82346
2011-04-16,82346
2011-04-17,82346
2011-04-18,82346
2011-04-19,92348
2011-04-20,92348
2011-04-21,92348
2011-04-22,92348
2011-04-23,92348
2011-04-24,92348
2011-04-25,92348
2011-04-26,92348
2011-04-27,92348
2011-04-28,92348
2011-04-29,92348
2011-04-30,92348
2011-05-01,109670
2011-05-02,109670
2011-05-03,109670
2011-05-04,109670
2011-05-05,109670
2011-05-06,109670
2011-05-07,109670
2011-05-08,109670
2011-05-09,109670
2011-05-10,157416
2011-05-11,157416
2011-05-12,157416
2011-05-13,157416
2011-05-14,157416
2011-05-15,157416
2011-05-16,157416
2011-05-17,157416
2011-05-18,157416
2011-05-19,244112
2011-05-20,244112
2011-05-21,244112
2011-05-22,244112
2011-05-23,244112
2011-05-24,244112
2011-05-25,244112
2011-05-26,244112
2011-05-27,434877
2011-05-28,434877
2011-05-29,434877
2011-05-30,434877
2011-05-31,434877
2011-06-01,434877
2011-06-02,434877
2011-06-03,434877
2011-06-04,434877
2011-06-05,434877
2011-06-06,434877
2011-06-07,567270
2011-06-08,567270
2011-06-09,567270
2011-06-10,567270
2011-06-11,567270
2011-06-12,567270
2011-06-13,567270
2011-06-14,567270
2011-06-15,567270
2011-06-16,876954
2011-06-17,876954
2011-06-18,876954
2011-06-19,876954
2011-06-20,876954
2011-06-21,876954
2011-06-22,876954
2011-06-23,876954
2011-06-24,876954
2011-06-25,1379192
2011-06-26,1379192
2011-06-27,1379192
2011-06-28,1379192
2011-06-29,1379192
2011-06-30,1379192
2011-07-01,1379192
2011-07-02,1379192
2011-07-03,1379192
2011-07-04,1379192
2011-07-05,1379192
2011-07-06,1379192
2011-07-07,1563028
2011-07-08,1563028
2011-07-09,1563028
2011-07-10,1563028
2011-07-11,1563028
2011-07-12,1563028
2011-07-13,1563028
2011-07-14,1563028
2011-07-15,1563028
2011-07-16,1563028
2011-07-17,1563028
2011-07-18,1563028
2011-07-19,1563028
2011-07-20,1690896
2011-07-21,1690896
2011-07-22,1690896
2011-07-23,1690896
2011-07-24,1690896
2011-07-25,1690896
2011-07-26,1690896
2011-07-27,1690896
2011-07-28,1690896
2011-07-29,1690896
2011-07-30,1690896
2011-07-31,1690896
2011-08-01,1690896
2011-08-02,1888787
2011-08-03,1888787
2011-08-04,1888787
2011-08-05,1888787
2011-08-06,1888787
2011-08-07,1888787
2011-08-08,1888787
2011-08-09,1888787
2011-08-10,1888787
2011-08-11,1888787
2011-08-12,1888787
2011-08-13,1888787
2011-08-14,1888787
2011-08-15,1888787
2011-08-16,1805701
2011-08-17,1805701
2011-08-18,1805701
2011-08-19,1805701
2011-08-20,1805701
2011-08-21,1805701
2011-08-22,1805701
2011-08-23,1805701
2011-08-24,1805701
2011-08-25,1805701
2011-08-26,1805701
2011-08-27,1805701
2011-08-28,1805701
2011-08-29,1805701
2011-08-30,1805701
2011-08-31,1777774
2011-09-01,1777774
2011-09-02,1777774
2011-09-03,1777774
2011-09-04,1777774
2011-09-05,1777774
2011-09-06,1777774
2011-09-07,1777774
2011-09-08,1777774
2011-09-09,1777774
2011-09-10,1777774
2011-09-11,1777774
2011-09-12,1777774
2011-09-13,1777774
2011-09-14,1755425
2011-09-15,1755425
2011-09-16,1755425
2011-09-17,1755425
2011-09-18,1755425
2011-09-19,1755425
2011-09-20,1755425
2011-09-21,1755425
2011-09-22,1755425
2011-09-23,1755425
2011-09-24,1755425
2011-09-25,1755425
2011-09-26,1755425
2011-09-27,1755425
2011-09-28,1689334
2011-09-29,1689334
2011-09-30,1689334
2011-10-01,1689334
2011-10-02,1689334
2011-10-03,1689334
2011-10-04,1689334
2011-10-05,1689334
2011-10-06,1689334
2011-10-07,1689334
2011-10-08,1689334
2011-10-09,1689334
2011-10-10,1689334
2011-10-11,1689334
2011-10-12,1689334
2011-10-13,1689334
2011-10-14,1689334
2011-10-15,1468195
2011-10-16,1468195
2011-10-17,1468195
2011-10-18,1468195
2011-10-19,1468195
2011-10-20,1468195
2011-10-21,1468195
2011-10-22,1468195
2011-10-23,1468195
2011-10-24,1468195
2011-10-25,1468195
2011-10-26,1468195
2011-10-27,1468195
2011-10-28,1468195
2011-10-29,1468195
2011-10-30,1468195
2011-10-31,1468195
2011-11-01,1203462
2011-11-02,1203462
2011-11-03,1203462
2011-11-04,1203462
2011-11-05,1203462
2011-11-06,1203462
2011-11-07,1203462
2011-11-08,1203462
2011-11-09,1203462
2011-11-10,1203462
2011-11-11,1203462
2011-11-12,1203462
2011-11-13,1203462
2011-11-14,1203462
2011-11-15,1192498
2011-11-16,1192498
2011-11-17,1192498
2011-11-18,1192498
2011-11-19,1192498
2011-11-20,1192498
2011-11-21,1192498
2011-11-22,1192498
2011-11-23,1192498
2011-11-24,1192498
2011-11-25,1192498
2011-11-26,1192498
2011-11-27,1192498
2011-11-28,1192498
2011-11-29,1192498
2011-11-30,1090716
2011-12-01,1090716
2011-12-02,1090716
2011-12-03,1090716
2011-12-04,1090716
2011-12-05,1090716
2011-12-06,1090716
2011-12-07,1090716
2011-12-08,1090716
2011-12-09,1090716
2011-12-10,1090716
2011-12-11,1090716
2011-12-12,1090716
2011-12-13,1155038
2011-12-14,1155038
2011-12-15,1155038
2011-12-16,1155038
2011-12-17,1155038
2011-12-18,1155038
2011-12-19,1155038
2011-12-20,1155038
2011-12-21,1155038
2011-12-22,1155038
2011-12-23,1155038
2011-12-24,1155038
2011-12-25,1155038
2011-12-26,1155038
2011-12-27,1159929
2011-12-28,1159929
2011-12-29,1159929
2011-12-30,1159929
2011-12-31,1159929
2012-01-01,1159929
2012-01-02,1159929
2012-01-03,1159929
2012-01-04,1159929
2012-01-05,1159929
2012-01-06,1159929
2012-01-07,1159929
2012-01-08,1159929
2012-01-09,1250758
2012-01-10,1250758
2012-01-11,1250758
2012-01-12,1250758
2012-01-13,1250758
2012-01-14,1250758
2012-01-15,1250758
2012-01-16,1250758
2012-01-17,1250758
2012-01-18,1250758
2012-01-19,1250758
2012-01-20,1250758
2012-01-21,1250758
2012-01-22,1250758
2012-01-23,1307728
2012-01-24,1307728
2012-01-25,1307728
2012-01-26,1307728
2012-01-27,1307728
2012-01-28,1307728
2012-01-29,1307728
2012-01-30,1307728
2012-01-31,1307728
2012-02-01,1307728
2012-02-02,1307728
2012-02-03,1307728
2012-02-04,1307728
2012-02-05,1379647
2012-02-06,1379647
2012-02-07,1379647
2012-02-08,1379647
2012-02-09,1379647
2012-02-10,1379647
2012-02-11,1379647
2012-02-12,1379647
2012-02-13,1379647
2012-02-14,1379647
2012-02-15,1379647
2012-02-16,1379647
2012-02-17,1379647
2012-02-18,1379647
2012-02-19,1376302
2012-02-20,1376302
2012-02-21,1376302
2012-02-22,1376302
2012-02-23,1376302
2012-02-24,1376302
2012-02-25,1376302
2012-02-26,1376302
2012-02-27,1376302
2012-02-28,1376302
2012-02-29,1376302
2012-03-01,1376302
2012-03-02,1376302
2012-03-03,1496979
2012-03-04,1496979
2012-03-05,1496979
2012-03-06,1496979
2012-03-07,1496979
2012-03-08,1496979
2012-03-09,1496979
2012-03-10,1496979
2012-03-11,1496979
2012-03-12,1496979
2012-03-13,1496979
2012-03-14,1496979
2012-03-15,1496979
2012-03-16,1496979
2012-03-17,1498294
2012-03-18,1498294
2012-03-19,1498294
2012-03-20,1498294
2012-03-21,1498294
2012-03-22,1498294
2012-03-23,1498294
2012-03-24,1498294
2012-03-25,1498294
2012-03-26,1498294
2012-03-27,1498294
2012-03-28,1498294
2012-03-29,1498294
2012-03-30,1626553
2012-03-31,1626553
2012-04-01,1626553
2012-04-02,1626553
2012-04-03,1626553
2012-04-04,1626553
2012-04-05,1626553
2012-04-06,1626553
2012-04-07,1626553
2012-04-08,1626553
2012-04-09,1626553
2012-04-10,1626553
2012-04-11,1626553
2012-04-12,1626553
2012-04-13,1577913
2012-04-14,1577913
2012-04-15,1577913
2012-04-16,1577913
2012-04-17,1577913
2012-04-18,1577913
2012-04-19,1577913
2012-04-20,1577913
2012-04-21,1577913
2012-04-22,1577913
2012-04-23,1577913
2012-04-24,1577913
2012-04-25,1577913
2012-04-26,1577913
2012-04-27,1577913
2012-04-28,1508590
2012-04-29,1508590
2012-04-30,1508590
2012-05-01,1508590
2012-05-02,1508590
2012-05-03,1508590
2012-05-04,1508590
2012-05-05,1508590
2012-05-06,1508590
2012-05-07,1508590
2012-05-08,1508590
2012-05-09,1508590
2012-05-10,1733208
2012-05-11,1733208
2012-05-12,1733208
2012-05-13,1733208
2012-05-14,1733208
2012-05-15,1733208
2012-05-16,1733208
2012-05-17,1733208
2012-05-18,1733208
2012-05-19,1733208
2012-05-20,1733208
2012-05-21,1733208
2012-05-22,1733208
2012-05-23,1733208
2012-05-24,1733208
2012-05-25,1591075
2012-05-26,1591075
2012-05-27,1591075
2012-05-28,1591075
2012-05-29,1591075
2012-05-30,1591075
2012-05-31,1591075
2012-06-01,1591075
2012-06-02,1591075
2012-06-03,1591075
2012-06-04,1591075
2012-06-05,1591075
2012-06-06,1591075
2012-06-07,1591075
2012-06-08,1583178
2012-06-09,1583178
2012-06-10,1583178
2012-06-11,1583178
2012-06-12,1583178
2012-06-13,1583178
2012-06-14,1583178
2012-06-15,1583178
2012-06-16,1583178
2012-06-17,1583178
2012-06-18,1583178
2012-06-19,1583178
2012-06-20,1583178
2012-06-21,1726567
2012-06-22,1726567
2012-06-23,1726567
2012-06-24,1726567
2012-06-25,1726567
2012-06-26,1726567
2012-06-27,1726567
2012-06-28,1726567
2012-06-29,1726567
2012-06-30,1726567
2012-07-01,1726567
2012-07-02,1726567
2012-07-03,1726567
2012-07-04,1726567
2012-07-05,1751455
2012-07-06,1751455
2012-07-07,1751455
2012-07-08,1751455
2012-07-09,1751455
2012-07-10,1751455
2012-07-11,1751455
2012-07-12,1751455
2012-07-13,1751455
2012-07-14,1751455
2012-07-15,1751455
2012-07-16,1751455
2012-07-17,1751455
2012-07-18,1866391
2012-07-19,1866391
2012-07-20,1866391
2012-07-21,1866391
2012-07-22,1866391
2012-07-23,1866391
2012-07-24,1866391
2012-07-25,1866391
2012-07-26,1866391
2012-07-27,1866391
2012-07-28,1866391
2012-07-29,1866391
2012-07-30,1866391
2012-07-31,2036671
2012-08-01,2036671
2012-08-02,2036671
2012-08-03,2036671
2012-08-04,2036671
2012-08-05,2036671
2012-08-06,2036671
2012-08-07,2036671
2012-08-08,2036671
2012-08-09,2036671
2012-08-10,2036671
2012-08-11,2036671
2012-08-12,2036671
2012-08-13,2190866
2012-08-14,2190866
2012-08-15,2190866
2012-08-16,2190866
2012-08-17,2190866
2012-08-18,2190866
2012-08-19,2190866
2012-08-20,2190866
2012-08-21,2190866
2012-08-22,2190866
2012-08-23,2190866
2012-08-24,2190866
2012-08-25,2190866
2012-08-26,2440643
2012-08-27,2440643
2012-08-28,2440643
2012-08-29,2440643
2012-08-30,2440643
2012-08-31,2440643
2012-09-01,2440643
2012-09-02,2440643
2012-09-03,2440643
2012-09-04,2440643
2012-09-05,2440643
2012-09-06,2440643
2012-09-07,2694048
2012-09-08,2694048
2012-09-09,2694048
2012-09-10,2694048
2012-09-11,2694048
2012-09-12,2694048
2012-09-13,2694048
2012-09-14,2694048
2012-09-15,2694048
2012-09-16,2694048
2012-09-17,2694048
2012-09-18,2694048
2012-09-19,2694048
2012-09-20,2864141
2012-09-21,2864141
2012-09-22,2864141
2012-09-23,2864141
2012-09-24,2864141
2012-09-25,2864141
2012-09-26,2864141
2012-09-27,2864141
2012-09-28,2864141
2012-09-29,2864141
2012-09-30,2864141
2012-10-01,2864141
2012-10-02,2864141
2012-10-03,2864141
2012-10-04,3054628
2012-10-05,3054628
2012-10-06,3054628
2012-10-07,3054628
2012-10-08,3054628
2012-10-09,3054628
2012-10-10,3054628
2012-10-11,3054628
2012-10-12,3054628
2012-10-13,3054628
2012-10-14,3054628
2012-10-15,3054628
2012-10-16,3054628
2012-10-17,3072322
2012-10-18,3072322
2012-10-19,3072322
2012-10-20,3072322
2012-10-21,3072322
2012-10-22,3072322
2012-10-23,3072322
2012-10-24,3072322
2012-10-25,3072322
2012-10-26,3072322
2012-10-27,3072322
2012-10-28,3072322
2012-10-29,3072322
2012-10-30,3304356
2012-10-31,3304356
2012-11-01,3304356
2012-11-02,3304356
2012-11-03,3304356
2012-11-04,3304356
2012-11-05,3304356
2012-11-06,3304356
2012-11-07,3304356
2012-11-08,3304356
2012-11-09,3304356
2012-11-10,3304356
2012-11-11,3304356
2012-11-12,3304356
2012-11-13,3368767
2012-11-14,3368767
2012-11-15,3368767
2012-11-16,3368767
2012-11-17,3368767
2012-11-18,3368767
