Date,Fee Percentage
2015-06-04,0.00131205
2015-06-05,0.0013565
2015-06-06,0.00110538
2015-06-07,0.001329
2015-06-08,0.00132943
2015-06-09,0.00152555
2015-06-10,0.00138707
2015-06-11,0.00154823
2015-06-12,0.00138608
2015-06-13,0.00133809
2015-06-14,0.00158764
2015-06-15,0.00123064
2015-06-16,0.0013348
2015-06-17,0.00118476
2015-06-18,0.00112336
2015-06-19,0.00184492
2015-06-20,0.00148717
2015-06-21,0.00137532
2015-06-22,0.00143461
2015-06-23,0.00255247
2015-06-24,0.0016129
2015-06-25,0.00141961
2015-06-26,0.00172349
2015-06-27,0.00120552
2015-06-28,0.00132004
2015-06-29,0.00186971
2015-06-30,0.00140184
2015-07-01,0.00181328
2015-07-02,0.00162357
2015-07-03,0.00181064
2015-07-04,0.00179935
2015-07-05,0.00195692
2015-07-06,0.00182565
2015-07-07,0.00246035
2015-07-08,0.00340421
2015-07-09,0.00393407
2015-07-10,0.00298127
2015-07-11,0.0020516
2015-07-12,0.00309541
2015-07-13,0.00346484
2015-07-14,0.00231987
2015-07-15,0.00221076
2015-07-16,0.00206516
2015-07-17,0.00194728
2015-07-18,0.00203387
2015-07-19,0.00484135
2015-07-20,0.00264817
2015-07-21,0.00393209
2015-07-22,0.00250196
2015-07-23,0.00244692
2015-07-24,0.00234525
2015-07-25,0.00189333
2015-07-26,0.00262764
2015-07-27,0.00355596
2015-07-28,0.00307882
2015-07-29,0.0022877
2015-07-30,0.00352151
2015-07-31,0.00324476
2015-08-01,0.00364632
2015-08-02,0.0041078
2015-08-03,0.0031811
2015-08-04,0.00264088
2015-08-05,0.00294652
2015-08-06,0.00267677
2015-08-07,0.00324317
2015-08-08,0.00220116
2015-08-09,0.00175709
2015-08-10,0.00148896
2015-08-11,0.0023715
2015-08-12,0.00220285
2015-08-13,0.00184397
2015-08-14,0.0016539
2015-08-15,0.00177238
2015-08-16,0.00197885
2015-08-17,0.00170695
2015-08-18,0.00150284
2015-08-19,0.00131617
2015-08-20,0.00158106
2015-08-21,0.00161905
2015-08-22,0.00160591
2015-08-23,0.00172249
2015-08-24,0.00196448
2015-08-25,0.00127764
2015-08-26,0.00121704
2015-08-27,0.00155281
2015-08-28,0.00158793
2015-08-29,0.00145146
2015-08-30,0.00222283
2015-08-31,0.00253463
2015-09-01,0.00211968
2015-09-02,0.00175043
2015-09-03,0.00385476
2015-09-04,0.00220611
2015-09-05,0.00222026
2015-09-06,0.00299104
2015-09-07,0.00229549
2015-09-08,0.00283625
2015-09-09,0.00180918
2015-09-10,0.00210544
2015-09-11,0.00198346
2015-09-12,0.00317105
2015-09-13,0.00359412
2015-09-14,0.00296837
2015-09-15,0.00246324
2015-09-16,0.00218212
2015-09-17,0.00177616
2015-09-18,0.00211074
2015-09-19,0.00194879
2015-09-20,0.00198048
2015-09-21,0.00228943
2015-09-22,0.00179467
2015-09-23,0.00183558
2015-09-24,0.00200833
2015-09-25,0.00200467
2015-09-26,0.0019478
2015-09-27,0.00248738
2015-09-28,0.0028805
2015-09-29,0.00173909
2015-09-30,0.00160426
2015-10-01,0.00189097
2015-10-02,0.00162913
2015-10-03,0.00167528
2015-10-04,0.00216606
2015-10-05,0.002202
2015-10-06,0.00172073
2015-10-07,0.00147347
2015-10-08,0.00169002
2015-10-09,0.00131089
2015-10-10,0.00185916
2015-10-11,0.0020536
2015-10-12,0.00194921
2015-10-13,0.00181815
2015-10-14,0.00145698
2015-10-15,0.00160454
2015-10-16,0.00143369
2015-10-17,0.001534
2015-10-18,0.00179794
2015-10-19,0.00210541
2015-10-20,0.00191774
2015-10-21,0.00202538
2015-10-22,0.00199051
2015-10-23,0.00187275
2015-10-24,0.00197382
2015-10-25,0.00199215
2015-10-26,0.00172201
2015-10-27,0.00172157
2015-10-28,0.00157696
2015-10-29,0.00150678
2015-10-30,0.001445
2015-10-31,0.0012345
2015-11-01,0.00153192
2015-11-02,0.0015957
2015-11-03,0.00129484
2015-11-04,0.000555438
2015-11-05,0.000529601
2015-11-06,0.000906624
2015-11-07,0.00114719
2015-11-08,0.00115063
2015-11-09,0.00119595
2015-11-10,0.000960037
2015-11-11,0.000990398
2015-11-12,0.000821164
2015-11-13,0.00087121
2015-11-14,0.000889928
2015-11-15,0.000787247
2015-11-16,0.00106017
2015-11-17,0.00104315
2015-11-18,0.00136109
2015-11-19,0.00149426
2015-11-20,0.00125799
2015-11-21,0.00115761
2015-11-22,0.00161917
2015-11-23,0.0020385
2015-11-24,0.00191604
2015-11-25,0.00174814
2015-11-26,0.00141295
2015-11-27,0.00130585
2015-11-28,0.00121567
2015-11-29,0.00136722
2015-11-30,0.00160352
2015-12-01,0.00138692
2015-12-02,0.00125983
2015-12-03,0.0011857
2015-12-04,0.00142471
2015-12-05,0.00106719
2015-12-06,0.000594282
2015-12-07,0.000589205
2015-12-08,0.00103449
2015-12-09,0.00108773
2015-12-10,0.000941236
2015-12-11,0.00111587
2015-12-12,0.00116911
2015-12-13,0.00107454
2015-12-14,0.000636482
2015-12-15,0.000838904
2015-12-16,0.000908357
2015-12-17,0.000857086
2015-12-18,0.000893773
2015-12-19,0.00093599
2015-12-20,0.000900017
2015-12-21,0.000852828
2015-12-22,0.000781285
2015-12-23,0.000813307
2015-12-24,0.000888172
2015-12-25,0.00077001
2015-12-26,0.000753754
2015-12-27,0.00117214
2015-12-28,0.00187796
2015-12-29,0.0014415
2015-12-30,0.00146575
2015-12-31,0.00135547
2016-01-01,0.00218872
2016-01-02,0.00209374
2016-01-03,0.00305738
2016-01-04,0.00267048
2016-01-05,0.00289067
2016-01-06,0.00232213
2016-01-07,0.00225706
2016-01-08,0.00234164
2016-01-09,0.00273907
2016-01-10,0.00353743
2016-01-11,0.0023996
2016-01-12,0.00198449
2016-01-13,0.0026743
2016-01-14,0.00244636
2016-01-15,0.00262344
2016-01-16,0.00203286
2016-01-17,0.00239488
2016-01-18,0.000342064
2016-01-19,0.000430305
2016-01-20,0.000431806
2016-01-21,0.00126947
2016-01-22,0.000944815
2016-01-23,0.000582535
2016-01-24,0.000127959
2016-01-25,0.0000608199
2016-01-26,0.000266666
2016-01-27,0.000445046
2016-01-28,0.000333914
2016-01-29,0.000944211
2016-01-30,0.000653083
2016-01-31,0.00114369
2016-02-01,0.00199719
2016-02-02,0.00101085
2016-02-03,0.00167175
2016-02-04,0.00283119
2016-02-05,0.00152921
2016-02-06,0.00123467
2016-02-07,0.00125947
2016-02-08,0.00129422
2016-02-09,0.0016264
2016-02-10,0.00191218
2016-02-11,0.00169679
2016-02-12,0.00164053
2016-02-13,0.00147266
2016-02-14,0.00135485
2016-02-15,0.00124319
2016-02-16,0.00109243
2016-02-17,0.00107437
2016-02-18,0.00108908
2016-02-19,0.00112749
2016-02-20,0.000965268
2016-02-21,0.000998491
2016-02-22,0.000959505
2016-02-23,0.00103762
2016-02-24,0.00121168
2016-02-25,0.00127609
2016-02-26,0.00146629
2016-02-27,0.00130099
2016-02-28,0.00144594
2016-02-29,0.000530805
2016-03-01,0.000558939
2016-03-02,0.000547789
2016-03-03,0.00161199
2016-03-04,0.00161565
2016-03-05,0.000676313
2016-03-06,0.000319691
2016-03-07,0.00193878
2016-03-08,0.00152142
2016-03-09,0.00195661
2016-03-10,0.00265036
2016-03-11,0.00167688
2016-03-12,0.00170555
2016-03-13,0.00186386
2016-03-14,0.00217791
2016-03-15,0.00173173
2016-03-16,0.00121066
2016-03-17,0.000364996
2016-03-18,0.000591816
2016-03-19,0.000814792
2016-03-20,0.00158199
2016-03-21,0.00190886
2016-03-22,0.00202027
2016-03-23,0.00190233
2016-03-24,0.00185409
2016-03-25,0.00165578
2016-03-26,0.0015782
2016-03-27,0.00245814
2016-03-28,0.00177356
2016-03-29,0.00220774
2016-03-30,0.00267812
2016-03-31,0.0022616
2016-04-01,0.00213947
2016-04-02,0.0024771
2016-04-03,0.00284096
2016-04-04,0.00276659
2016-04-05,0.00210727
2016-04-06,0.00213677
2016-04-07,0.00242062
2016-04-08,0.00160756
2016-04-09,0.0016304
2016-04-10,0.0016456
2016-04-11,0.00165001
2016-04-12,0.00194887
2016-04-13,0.00143902
2016-04-14,0.00142314
2016-04-15,0.00151072
2016-04-16,0.0011651
2016-04-17,0.00112675
2016-04-18,0.00130606
2016-04-19,0.00117951
2016-04-20,0.00117597
2016-04-21,0.00106269
2016-04-22,0.000844572
2016-04-23,0.000795915
2016-04-24,0.00100784
2016-04-25,0.00150398
2016-04-26,0.00160525
2016-04-27,0.0123035
2016-04-28,0.00182368
2016-04-29,0.00189641
2016-04-30,0.00195756
2016-05-01,0.00214811
2016-05-02,0.00183469
2016-05-03,0.00184339
2016-05-04,0.001973
2016-05-05,0.00207186
2016-05-06,0.00205757
2016-05-07,0.0018683
2016-05-08,0.00206219
2016-05-09,0.00215621
2016-05-10,0.00196157
2016-05-11,0.00214195
2016-05-12,0.00184867
2016-05-13,0.00204978
2016-05-14,0.0018818
2016-05-15,0.00249039
2016-05-16,0.00223861
2016-05-17,0.00225213
2016-05-18,0.00214974
2016-05-19,0.00258926
2016-05-20,0.00217363
2016-05-21,0.00255055
2016-05-22,0.00348058
2016-05-23,0.00286451
2016-05-24,0.00258682
2016-05-25,0.00233748
2016-05-26,0.00180922
2016-05-27,0.00154198
2016-05-28,0.0017229
2016-05-29,0.00141685
2016-05-30,0.00172964
2016-05-31,0.00267802
2016-06-01,0.00206676
2016-06-02,0.00238401
2016-06-03,0.00251324
2016-06-04,0.00283552
2016-06-05,0.0031133
2016-06-06,0.00240186
2016-06-07,0.00266759
2016-06-08,0.00243846
2016-06-09,0.00259028
2016-06-10,0.0025096
2016-06-11,0.00231124
2016-06-12,0.00238768
2016-06-13,0.00184486
2016-06-14,0.00238205
2016-06-15,0.00296285
2016-06-16,0.0035773
2016-06-17,0.00292671
2016-06-18,0.00289949
2016-06-19,0.00300089
2016-06-20,0.00314946
2016-06-21,0.00289931
2016-06-22,0.00268745
2016-06-23,0.00284572
2016-06-24,0.00243374
2016-06-25,0.00265172
2016-06-26,0.00288372
2016-06-27,0.00302674
2016-06-28,0.00281969
2016-06-29,0.00319066
2016-06-30,0.00305793
2016-07-01,0.0030488
2016-07-02,0.00286348
2016-07-03,0.00244783
2016-07-04,0.00262217
2016-07-05,0.00211808
2016-07-06,0.00275046
2016-07-07,0.00271209
2016-07-08,0.00197641
2016-07-09,0.00252727
2016-07-10,0.00249068
2016-07-11,0.00256126
2016-07-12,0.00258969
2016-07-13,0.00219474
2016-07-14,0.00234091
2016-07-15,0.00278429
2016-07-16,0.00162746
2016-07-17,0.00259143
2016-07-18,0.00231799
2016-07-19,0.00261756
2016-07-20,0.00245047
2016-07-21,0.00262284
2016-07-22,0.002758
2016-07-23,0.00274998
2016-07-24,0.00319717
2016-07-25,0.00277496
2016-07-26,0.00361942
2016-07-27,0.00307643
2016-07-28,0.00296493
2016-07-29,0.00290694
2016-07-30,0.00340034
2016-07-31,0.00355632
2016-08-01,0.00385515
2016-08-02,0.00421123
2016-08-03,0.00229705
2016-08-04,0.00308876
2016-08-05,0.00230905
2016-08-06,0.00324451
2016-08-07,0.00379368
2016-08-08,0.00378725
2016-08-09,0.00440276
2016-08-10,0.0032947
2016-08-11,0.00352763
2016-08-12,0.00349797
2016-08-13,0.00373826
2016-08-14,0.00303243
2016-08-15,0.00359885
2016-08-16,0.00332221
2016-08-17,0.00300947
2016-08-18,0.00371824
2016-08-19,0.00329481
2016-08-20,0.00340129
2016-08-21,0.00292931
2016-08-22,0.00388313
2016-08-23,0.00327432
2016-08-24,0.00322475
2016-08-25,0.00311661
2016-08-26,0.00296719
2016-08-27,0.00300912
2016-08-28,0.00387324
2016-08-29,0.00370161
2016-08-30,0.00375426
2016-08-31,0.00374189
2016-09-01,0.00351887
2016-09-02,0.00357183
2016-09-03,0.00360495
2016-09-04,0.00386717
2016-09-05,0.0041044
2016-09-06,0.0036087
2016-09-07,0.00392095
2016-09-08,0.00396872
2016-09-09,0.00364672
2016-09-10,0.00363504
2016-09-11,0.00344667
2016-09-12,0.00314994
2016-09-13,0.00336378
2016-09-14,0.0034448
2016-09-15,0.00328295
2016-09-16,0.00374702
2016-09-17,0.00350162
2016-09-18,0.00383563
2016-09-19,0.00328714
2016-09-20,0.00316611
2016-09-21,0.00298334
2016-09-22,0.00347691
2016-09-23,0.00261329
2016-09-24,0.00280224
2016-09-25,0.0029158
2016-09-26,0.0027093
2016-09-27,0.00264704
2016-09-28,0.00364972
2016-09-29,0.00254057
2016-09-30,0.00376877
2016-10-01,0.00272867
2016-10-02,0.0038164
2016-10-03,0.00390383
2016-10-04,0.00374574
2016-10-05,0.00355936
2016-10-06,0.00331172
2016-10-07,0.00338146
2016-10-08,0.00302375
2016-10-09,0.00283357
2016-10-10,0.0021113
2016-10-11,0.00273551
2016-10-12,0.00279985
2016-10-13,0.00253571
2016-10-14,0.00327917
2016-10-15,0.0032702
2016-10-16,0.00182437
2016-10-17,0.00238979
2016-10-18,0.00391413
2016-10-19,0.00303687
2016-10-20,0.00342572
2016-10-21,0.00337497
2016-10-22,0.00244771
2016-10-23,0.00500114
2016-10-24,0.00348707
2016-10-25,0.00221953
2016-10-26,0.00321135
2016-10-27,0.00554624
2016-10-28,0.00323536
2016-10-29,0.00530027
2016-10-30,0.0047047
2016-10-31,0.00481903
2016-11-01,0.00418934
2016-11-02,0.00426318
2016-11-03,0.00160336
2016-11-04,0.00115936
2016-11-05,0.00143356
2016-11-06,0.00127628
2016-11-07,0.00131349
2016-11-08,0.00205842
2016-11-09,0.00256205
2016-11-10,0.00316818
2016-11-11,0.00471136
2016-11-12,0.00522495
2016-11-13,0.00694002
2016-11-14,0.00562394
2016-11-15,0.00513336
2016-11-16,0.00455256
2016-11-17,0.00409478
2016-11-18,0.00557027
2016-11-19,0.00528711
2016-11-20,0.00655321
2016-11-21,0.00598829
2016-11-22,0.00624404
2016-11-23,0.00592843
2016-11-24,0.00631734
2016-11-25,0.00738786
2016-11-26,0.00950364
2016-11-27,0.00837106
2016-11-28,0.00835047
2016-11-29,0.0072303
2016-11-30,0.0073024
2016-12-01,0.00726691
2016-12-02,0.00685532
2016-12-03,0.0067056
2016-12-04,0.00816065
2016-12-05,0.0101003
2016-12-06,0.00618271
2016-12-07,0.0072687
2016-12-08,0.00690002
2016-12-09,0.00676585
2016-12-10,0.00632137
2016-12-11,0.00751157
2016-12-12,0.00722682
2016-12-13,0.00549448
2016-12-14,0.00627169
2016-12-15,0.00573074
2016-12-16,0.00489767
2016-12-17,0.00522436
2016-12-18,0.00610836
2016-12-19,0.00570292
2016-12-20,0.00565364
2016-12-21,0.00518448
2016-12-22,0.00406477
2016-12-23,0.00430736
2016-12-24,0.00377691
2016-12-25,0.00560442
2016-12-26,0.00567971
2016-12-27,0.00576552
2016-12-28,0.00447542
2016-12-29,0.0050584
2016-12-30,0.00592396
2016-12-31,0.00461357
2017-01-01,0.00588669
2017-01-02,0.00638165
2017-01-03,0.00694733
2017-01-04,0.00606354
2017-01-05,0.00776215
2017-01-06,0.00385194
2017-01-07,0.00413058
2017-01-08,0.00496464
2017-01-09,0.00539694
2017-01-10,0.00491097
2017-01-11,0.00512632
2017-01-12,0.00280306
2017-01-13,0.00295518
2017-01-14,0.00419079
2017-01-15,0.00576745
2017-01-16,0.00463712
2017-01-17,0.00501422
2017-01-18,0.00465521
2017-01-19,0.00540814
2017-01-20,0.00454924
2017-01-21,0.00392406
2017-01-22,0.00643314
2017-01-23,0.00777159
2017-01-24,0.00721525
2017-01-25,0.00728526
2017-01-26,0.00698349
2017-01-27,0.00567022
2017-01-28,0.00667886
2017-01-29,0.00975003
2017-01-30,0.00861716
2017-01-31,0.00933732
2017-02-01,0.00817257
2017-02-02,0.00743449
2017-02-03,0.00768343
2017-02-04,0.00668326
2017-02-05,0.0065543
2017-02-06,0.00749599
2017-02-07,0.00937568
2017-02-08,0.00830524
2017-02-09,0.00809366
2017-02-10,0.00528476
2017-02-11,0.00530331
2017-02-12,0.00807673
2017-02-13,0.0109742
2017-02-14,0.00866617
2017-02-15,0.00734232
2017-02-16,0.00785806
2017-02-17,0.00543897
2017-02-18,0.0067943
2017-02-19,0.0120231
2017-02-20,0.00936809
2017-02-21,0.0101836
2017-02-22,0.0095432
2017-02-23,0.00668894
2017-02-24,0.00668149
2017-02-25,0.0119175
2017-02-26,0.0156408
2017-02-27,0.0138551
2017-02-28,0.0106299
2017-03-01,0.0115884
2017-03-02,0.00920859
2017-03-03,0.00903779
2017-03-04,0.00574682
2017-03-05,0.0113474
2017-03-06,0.0172977
2017-03-07,0.0126373
2017-03-08,0.0128264
2017-03-09,0.00865281
2017-03-10,0.00417231
2017-03-11,0.00994761
2017-03-12,0.0131328
2017-03-13,0.0161004
2017-03-14,0.0104218
2017-03-15,0.00962586
2017-03-16,0.0102672
2017-03-17,0.00787011
2017-03-18,0.00785054
2017-03-19,0.00852419
2017-03-20,0.00322904
2017-03-21,0.00772617
2017-03-22,0.00382911
2017-03-23,0.00538277
2017-03-24,0.00986134
2017-03-25,0.00557298
2017-03-26,0.00595554
2017-03-27,0.00870051
2017-03-28,0.0082684
2017-03-29,0.0102363
2017-03-30,0.0117769
2017-03-31,0.00938047
2017-04-01,0.00605641
2017-04-02,0.00603221
2017-04-03,0.00474783
2017-04-04,0.00522511
2017-04-05,0.00838891
2017-04-06,0.0105504
2017-04-07,0.0106268
2017-04-08,0.00358334
2017-04-09,0.00180347
2017-04-10,0.0123697
2017-04-11,0.00952025
2017-04-12,0.0112323
2017-04-13,0.0102901
2017-04-14,0.0101958
2017-04-15,0.0106123
2017-04-16,0.0125055
2017-04-17,0.00832242
2017-04-18,0.00735508
2017-04-19,0.00903703
2017-04-20,0.00936254
2017-04-21,0.0103187
2017-04-22,0.0106834
2017-04-23,0.0104937
2017-04-24,0.0106629
2017-04-25,0.00972729
2017-04-26,0.00836741
2017-04-27,0.0104835
2017-04-28,0.00968615
2017-04-29,0.0102042
2017-04-30,0.0123404
2017-05-01,0.0111695
2017-05-02,0.00908804
2017-05-03,0.0108558
2017-05-04,0.00957447
2017-05-05,0.0104473
2017-05-06,0.00915816
2017-05-07,0.010832
2017-05-08,0.0125812
2017-05-09,0.00803727
2017-05-10,0.00968847
2017-05-11,0.00789608
2017-05-12,0.00921798
2017-05-13,0.0104839
2017-05-14,0.00997827
2017-05-15,0.0116448
2017-05-16,0.0105883
2017-05-17,0.0125184
2017-05-18,0.0118916
2017-05-19,0.0121379
2017-05-20,0.015379
2017-05-21,0.0136654
2017-05-22,0.0153115
2017-05-23,0.0122095
2017-05-24,0.0114323
2017-05-25,0.0133554
2017-05-26,0.0141343
2017-05-27,0.0166988
2017-05-28,0.0199413
2017-05-29,0.0151094
2017-05-30,0.0197341
2017-05-31,0.0150863
2017-06-01,0.0174238
2017-06-02,0.0169349
2017-06-03,0.0166847
2017-06-04,0.0166566
2017-06-05,0.0123637
2017-06-06,0.014627
2017-06-07,0.0208681
2017-06-08,0.0251276
2017-06-09,0.0204186
2017-06-10,0.0172667
2017-06-11,0.0160021
2017-06-12,0.0154925
2017-06-13,0.0139632
2017-06-14,0.0145947
2017-06-15,0.0139508
2017-06-16,0.0140523
2017-06-17,0.0108676
2017-06-18,0.0135644
2017-06-19,0.0120181
2017-06-20,0.0126941
2017-06-21,0.0132432
2017-06-22,0.0124005
2017-06-23,0.0138028
2017-06-24,0.0138665
2017-06-25,0.0140793
2017-06-26,0.0131634
2017-06-27,0.010202
2017-06-28,0.01296
2017-06-29,0.0139291
2017-06-30,0.0108216
2017-07-01,0.0100638
2017-07-02,0.0112046
2017-07-03,0.0109138
2017-07-04,0.0100227
2017-07-05,0.0128636
2017-07-06,0.0090222
2017-07-07,0.0109951
2017-07-08,0.00980466
2017-07-09,0.00667079
2017-07-10,0.00696506
2017-07-11,0.00627359
2017-07-12,0.00728613
2017-07-13,0.00836913
2017-07-14,0.00840622
2017-07-15,0.00825328
2017-07-16,0.0197062
2017-07-17,0.00815958
2017-07-18,0.00733926
2017-07-19,0.008553
2017-07-20,0.00801016
2017-07-21,0.00961073
2017-07-22,0.0108871
2017-07-23,0.0096255
2017-07-24,0.00774965
2017-07-25,0.007022
2017-07-26,0.00226345
2017-07-27,0.00466699
2017-07-28,0.00666684
2017-07-29,0.00438955
2017-07-30,0.00358043
2017-07-31,0.00168967
2017-08-01,0.00649975
2017-08-02,0.00281972
2017-08-03,0.00469501
2017-08-04,0.0057785
2017-08-05,0.00490296
2017-08-06,0.00569714
2017-08-07,0.00506246
2017-08-08,0.00520238
2017-08-09,0.00595903
2017-08-10,0.00654674
2017-08-11,0.00680621
2017-08-12,0.00723893
2017-08-13,0.00875043
2017-08-14,0.00850405
2017-08-15,0.00897092
2017-08-16,0.0128115
2017-08-17,0.0118071
2017-08-18,0.0133131
2017-08-19,0.0126819
2017-08-20,0.0112127
2017-08-21,0.0117603
2017-08-22,0.0121357
2017-08-23,0.018425
2017-08-24,0.0230675
2017-08-25,0.0234959
2017-08-26,0.0298477
2017-08-27,0.0304597
2017-08-28,0.02771
2017-08-29,0.0222186
2017-08-30,0.0235529
2017-08-31,0.0233517
2017-09-01,0.0234097
2017-09-02,0.0211482
2017-09-03,0.0183361
2017-09-04,0.0165625
2017-09-05,0.0134832
2017-09-06,0.00433381
2017-09-07,0.0109614
2017-09-08,0.0113812
2017-09-09,0.0099989
2017-09-10,0.00785343
2017-09-11,0.00899008
2017-09-12,0.00584073
2017-09-13,0.00614162
2017-09-14,0.00469336
2017-09-15,0.0048343
2017-09-16,0.00498261
2017-09-17,0.00532476
2017-09-18,0.00565833
2017-09-19,0.00738646
2017-09-20,0.00898393
2017-09-21,0.00746624
2017-09-22,0.00692306
2017-09-23,0.00636522
2017-09-24,0.00753991
2017-09-25,0.00744759
2017-09-26,0.00750469
2017-09-27,0.00712551
2017-09-28,0.00657333
2017-09-29,0.00582232
2017-09-30,0.00590413
2017-10-01,0.00619249
2017-10-02,0.00823354
2017-10-03,0.00917897
2017-10-04,0.00919494
2017-10-05,0.00946495
2017-10-06,0.00962871
2017-10-07,0.0105043
2017-10-08,0.0104801
2017-10-09,0.0082335
2017-10-10,0.006033
2017-10-11,0.0085636
2017-10-12,0.00832168
2017-10-13,0.00888431
2017-10-14,0.0145094
2017-10-15,0.0149892
2017-10-16,0.012029
2017-10-17,0.00981385
2017-10-18,0.00738112
2017-10-19,0.00919581
2017-10-20,0.00986754
2017-10-21,0.00867681
2017-10-22,0.0106799
2017-10-23,0.00986118
2017-10-24,0.00627653
2017-10-25,0.00778846
2017-10-26,0.00714178
2017-10-27,0.00631328
2017-10-28,0.00871883
2017-10-29,0.0126576
2017-10-30,0.0165337
2017-10-31,0.014441
2017-11-01,0.0119991
2017-11-02,0.0134353
2017-11-03,0.012452
2017-11-04,0.00909654
2017-11-05,0.00441751
2017-11-06,0.00331627
2017-11-07,0.00925942
2017-11-08,0.00777739
2017-11-09,0.00655599
2017-11-10,0.0160582
2017-11-11,0.0139981
2017-11-12,0.0188693
2017-11-13,0.0279868
2017-11-14,0.0176844
2017-11-15,0.016117
2017-11-16,0.017267
2017-11-17,0.0132839
2017-11-18,0.0103548
2017-11-19,0.0107433
2017-11-20,0.00450888
2017-11-21,0.00793352
2017-11-22,0.00838971
2017-11-23,0.00747407
2017-11-24,0.00778094
2017-11-25,0.00875262
2017-11-26,0.00670997
2017-11-27,0.00941743
2017-11-28,0.00975165
2017-11-29,0.0084597
2017-11-30,0.00901281
2017-12-01,0.0100719
2017-12-02,0.0105523
2017-12-03,0.0088948
2017-12-04,0.0100922
2017-12-05,0.0085754
2017-12-06,0.00731069
2017-12-07,0.00731027
2017-12-08,0.0107984
2017-12-09,0.0258027
2017-12-10,0.0195623
2017-12-11,0.0233365
2017-12-12,0.0175071
2017-12-13,0.0168132
2017-12-14,0.0183058
2017-12-15,0.0218796
2017-12-16,0.0218475
2017-12-17,0.0221755
2017-12-18,0.0226885
2017-12-19,0.0192996
2017-12-20,0.0353619
2017-12-21,0.040636
2017-12-22,0.0648255
2017-12-23,0.0779185
2017-12-24,0.0598581
2017-12-25,0.0612693
2017-12-26,0.0381952
2017-12-27,0.0327464
2017-12-28,0.0341459
2017-12-29,0.0378796
2017-12-30,0.0341435
2017-12-31,0.0346138
2018-01-01,0.0322951
2018-01-02,0.0288806
2018-01-03,0.0254028
2018-01-04,0.0270546
2018-01-05,0.0280304
2018-01-06,0.0239643
2018-01-07,0.0231973
2018-01-08,0.0248353
2018-01-09,0.0281397
2018-01-10,0.0336181
2018-01-11,0.0332526
2018-01-12,0.0373732
2018-01-13,0.0351593
2018-01-14,0.0387196
2018-01-15,0.0387042
2018-01-16,0.033872
2018-01-17,0.0208742
2018-01-18,0.0276821
2018-01-19,0.0293855
2018-01-20,0.0260391
2018-01-21,0.0297811
2018-01-22,0.0307721
2018-01-23,0.0203273
2018-01-24,0.0191031
2018-01-25,0.0184929
2018-01-26,0.0163418
2018-01-27,0.0121327
2018-01-28,0.0124053
2018-01-29,0.00485927
2018-01-30,0.0076623
2018-01-31,0.00685246
2018-02-01,0.00866389
2018-02-02,0.0103878
2018-02-03,0.0185539
2018-02-04,0.0161405
2018-02-05,0.0114986
2018-02-06,0.00944591
2018-02-07,0.00852729
2018-02-08,0.0106831
2018-02-09,0.00746476
2018-02-10,0.00802169
2018-02-11,0.00545705
2018-02-12,0.00448086
2018-02-13,0.00418374
2018-02-14,0.00495724
2018-02-15,0.00420754
2018-02-16,0.00452786
2018-02-17,0.00538208
2018-02-18,0.00328669
2018-02-19,0.00270206
2018-02-20,0.0028527
2018-02-21,0.00414857
2018-02-22,0.00300524
2018-02-23,0.00251435
2018-02-24,0.00792324
2018-02-25,0.0126161
2018-02-26,0.00689124
2018-02-27,0.00547108
2018-02-28,0.00537008
2018-03-01,0.00369069
2018-03-02,0.00396017
2018-03-03,0.00422778
2018-03-04,0.00499646
2018-03-05,0.00543144
2018-03-06,0.00483374
2018-03-07,0.00392163
2018-03-08,0.00371075
2018-03-09,0.00356688
2018-03-10,0.00290596
2018-03-11,0.00688607
2018-03-12,0.00463244
2018-03-13,0.00309683
2018-03-14,0.00397434
2018-03-15,0.00348727
2018-03-16,0.00188072
2018-03-17,0.00283089
2018-03-18,0.000877177
2018-03-19,0.00154912
2018-03-20,0.00232826
2018-03-21,0.00286998
2018-03-22,0.00323839
2018-03-23,0.00254603
2018-03-24,0.00265063
2018-03-25,0.00269584
2018-03-26,0.00263661
2018-03-27,0.00154339
2018-03-28,0.00269673
2018-03-29,0.00211599
2018-03-30,0.00304769
2018-03-31,0.0020579
2018-04-01,0.00226754
2018-04-02,0.0020581
2018-04-03,0.00151321
2018-04-04,0.00189127
2018-04-05,0.00177026
2018-04-06,0.00236214
2018-04-07,0.00275476
2018-04-08,0.00364214
2018-04-09,0.00272091
2018-04-10,0.00192906
2018-04-11,0.0024128
2018-04-12,0.00229281
2018-04-13,0.0016905
2018-04-14,0.00292148
2018-04-15,0.00348108
2018-04-16,0.0030293
2018-04-17,0.00193888
2018-04-18,0.002101
2018-04-19,0.00239581
2018-04-20,0.00207808
2018-04-21,0.0019116
2018-04-22,0.00309895
2018-04-23,0.00288789
2018-04-24,0.00266166
2018-04-25,0.00369033
2018-04-26,0.00478854
2018-04-27,0.0063017
2018-04-28,0.00335152
2018-04-29,0.00231628
2018-04-30,0.00215324
2018-05-01,0.0030668
2018-05-02,0.00310886
2018-05-03,0.00364729
2018-05-04,0.00290816
2018-05-05,0.00293736
2018-05-06,0.00309783
2018-05-07,0.00276814
2018-05-08,0.00264095
2018-05-09,0.00328471
2018-05-10,0.00285074
2018-05-11,0.00218205
2018-05-12,0.00304147
2018-05-13,0.00281496
2018-05-14,0.00275071
2018-05-15,0.00280376
