Date,Miner Revenue Value
2010-09-27,615
2010-09-28,687
2010-09-29,636.09
2010-09-30,492
2010-10-01,438
2010-10-02,462.03
2010-10-03,300
2010-10-04,366
2010-10-05,459
2010-10-06,378
2010-10-07,513
2010-10-08,560
2010-10-09,693
2010-10-10,711
2010-10-11,890
2010-10-12,795
2010-10-13,697.5
2010-10-14,968.04
2010-10-15,1025
2010-10-16,973.5
2010-10-17,1290
2010-10-18,1350
2010-10-19,1245
2010-10-20,1280
2010-10-21,1320
2010-10-22,1023
2010-10-23,847
2010-10-24,962.51
2010-10-25,1230
2010-10-26,1421
2010-10-27,1928
2010-10-28,2023.5
2010-10-29,1971
2010-10-30,2118.5
2010-10-31,2520
2010-11-01,1700.5
2010-11-02,1770
2010-11-03,1672
2010-11-04,1805
2010-11-05,2211
2010-11-06,2737.5
2010-11-07,3706
2010-11-08,4217.5
2010-11-09,3850.23
2010-11-10,2604
2010-11-11,2233
2010-11-12,2409
2010-11-13,2281.5
2010-11-14,3122
2010-11-15,3584
2010-11-16,2700.13
2010-11-17,2364
2010-11-18,3087.5
2010-11-19,3469.5
2010-11-20,2100.03
2010-11-21,1624.29
2010-11-22,1960.27
2010-11-23,2282.16
2010-11-24,1960.15
2010-11-25,2478.03
2010-11-26,2534
2010-11-27,2716.1
2010-11-28,2520.01
2010-11-29,2408
2010-11-30,2508.01
2010-12-01,2121
2010-12-02,2068.01
2010-12-03,2350.02
2010-12-04,2362.5
2010-12-05,2519
2010-12-06,2390.01
2010-12-07,2410.01
2010-12-08,2629.02
2010-12-09,2856.01
2010-12-10,2341.51
2010-12-11,1470.01
2010-12-12,1925.03
2010-12-13,1881.03
2010-12-14,1551.07
2010-12-15,2052.01
2010-12-16,2352.02
2010-12-17,2162.53
2010-12-18,2075.06
2010-12-19,2012.52
2010-12-20,2208.03
2010-12-21,2146.52
2010-12-22,2450.04
2010-12-23,1962.53
2010-12-24,1812.52
2010-12-25,1850.02
2010-12-26,2100.02
2010-12-27,1885.02
2010-12-28,2241.02
2010-12-29,2366.03
2010-12-30,2475.04
2010-12-31,2535.02
2011-01-01,2430.01
2011-01-02,2715.03
2011-01-03,2625.03
2011-01-04,2340.22
2011-01-05,2115.01
2011-01-06,2310.03
2011-01-07,2115.03
2011-01-08,2624.01
2011-01-09,2720.01
2011-01-10,2608.05
2011-01-11,2673.02
2011-01-12,2838.02
2011-01-13,2755.59
2011-01-14,3196.01
2011-01-15,3620.03
2011-01-16,3061.54
2011-01-17,3393.03
2011-01-18,3167.56
2011-01-19,2256.02
2011-01-20,2619.52
2011-01-21,3441.04
2011-01-22,3587.52
2011-01-23,3608.21
2011-01-24,3740.16
2011-01-25,3948.1
2011-01-26,3276.05
2011-01-27,3780.21
2011-01-28,3440.08
2011-01-29,3476.05
2011-01-30,3542.17
2011-01-31,3667.33
2011-02-01,4420.41
2011-02-02,5904.55
2011-02-03,5688.04
2011-02-04,5600.11
2011-02-05,7857.1
2011-02-06,7965.66
2011-02-07,7876.59
2011-02-08,8932.28
2011-02-09,7644.16
2011-02-10,9888.07
2011-02-11,9021.86
2011-02-12,9579.5
2011-02-13,10486.79
2011-02-14,10395.26
2011-02-15,10488.92
2011-02-16,11812.76
2011-02-17,12180.62
2011-02-18,12012.14
2011-02-19,9540.47
2011-02-20,7487
2011-02-21,8415.43
2011-02-22,8148.09
2011-02-23,9178.72
2011-02-24,10935.37
2011-02-25,10143.13
2011-02-26,10575.43
2011-02-27,13110.48
2011-02-28,11102.99
2011-03-01,6525.53
2011-03-02,6110.31
2011-03-03,7812.43
2011-03-04,8655.53
2011-03-05,10056.15
2011-03-06,12467.23
2011-03-07,11923.53
2011-03-08,9394.78
2011-03-09,8138.02
2011-03-10,6882.73
2011-03-11,5007.9
2011-03-12,5789.99
2011-03-13,6371.4
2011-03-14,5266.71
2011-03-15,4985.61
2011-03-16,4873.45
2011-03-17,5849.55
2011-03-18,5923.15
2011-03-19,4801.12
2011-03-20,4428.41
2011-03-21,5207.91
2011-03-22,5556.94
2011-03-23,4768.84
2011-03-24,6608.27
2011-03-25,6619.32
2011-03-26,7616.56
2011-03-27,6006.87
2011-03-28,5939.81
2011-03-29,6807.48
2011-03-30,6441.25
2011-03-31,6165.2
2011-04-01,7842.05
2011-04-02,6866.66
2011-04-03,7022.22
2011-04-04,6828.24
2011-04-05,6145.15
2011-04-06,6696.47
2011-04-07,5441.95
2011-04-08,5477.27
2011-04-09,6228.19
2011-04-10,5775.11
2011-04-11,6404.94
2011-04-12,6278.85
2011-04-13,7012.87
2011-04-14,9025.19
2011-04-15,7853.43
2011-04-16,6802.53
2011-04-17,9086.38
2011-04-18,9902.37
2011-04-19,8588.09
2011-04-20,9169.57
2011-04-21,8288.17
2011-04-22,8824.05
2011-04-23,11887.17
2011-04-24,13943.6
2011-04-25,13372.79
2011-04-26,15086.02
2011-04-27,16876.13
2011-04-28,17402.43
2011-04-29,17398.01
2011-04-30,27421.23
2011-05-01,32164.69
2011-05-02,27689.65
2011-05-03,31732.73
2011-05-04,33042.4
2011-05-05,33807.26
2011-05-06,36933.99
2011-05-07,37849.5
2011-05-08,38864.41
2011-05-09,41858.94
2011-05-10,45449.74
2011-05-11,48354.81
2011-05-12,51900.6
2011-05-13,51335.74
2011-05-14,81235.07
2011-05-15,91222.11
2011-05-16,75673.39
2011-05-17,97679.5
2011-05-18,94547.86
2011-05-19,101085.9
2011-05-20,58931.49
2011-05-21,65444.32
2011-05-22,66677.42
2011-05-23,83031.06
2011-05-24,102087.98
2011-05-25,109737.06
2011-05-26,125892.75
2011-05-27,128642.35
2011-05-28,71845.36
2011-05-29,65061.56
2011-05-30,75451.92
2011-05-31,67611.81
2011-06-01,66253.23
2011-06-02,88490.2
2011-06-03,98663.03
2011-06-04,138627.38
2011-06-05,198255
2011-06-06,177301.41
2011-06-07,216188.35
2011-06-08,186887.67
2011-06-09,264257.08
2011-06-10,325917.58
2011-06-11,271985.32
2011-06-12,203807.66
2011-06-13,203271.77
2011-06-14,227473.95
2011-06-15,238559.51
2011-06-16,274065.56
2011-06-17,161945.23
2011-06-18,145571.33
2011-06-19,162584.26
2011-06-20,197133.03
2011-06-21,205220.16
2011-06-22,221819.09
2011-06-23,227938.28
2011-06-24,210374.49
2011-06-25,189398.92
2011-06-26,125610.17
2011-06-27,119761.72
2011-06-28,143079.75
2011-06-29,135851.73
2011-06-30,145333.34
2011-07-01,156047.08
2011-07-02,135667.37
2011-07-03,130944.66
2011-07-04,127750.16
2011-07-05,120678.25
2011-07-06,89617.34
2011-07-07,116352.98
2011-07-08,98258.58
2011-07-09,118414.45
2011-07-10,107389.34
2011-07-11,102879.35
2011-07-12,112378.71
2011-07-13,99440.83
2011-07-14,133817.76
2011-07-15,100698.82
2011-07-16,112417.54
2011-07-17,107456.51
2011-07-18,112784.71
2011-07-19,112881.68
2011-07-20,99251.9
2011-07-21,102133.4
2011-07-22,103784.86
2011-07-23,103473.75
2011-07-24,99819
2011-07-25,115699.57
2011-07-26,116723.56
2011-07-27,122426.17
2011-07-28,121490.98
2011-07-29,105114.89
2011-07-30,110880.42
2011-07-31,102901.84
2011-08-01,117693.25
2011-08-02,108426.69
2011-08-03,94182.55
2011-08-04,77480.8
2011-08-05,68905.62
2011-08-06,70346.52
2011-08-07,44029.43
2011-08-08,49254.89
2011-08-09,52897.85
2011-08-10,72092.87
2011-08-11,76030.71
2011-08-12,64936.7
2011-08-13,61563.56
2011-08-14,64878.55
2011-08-15,70791.46
2011-08-16,72541.13
2011-08-17,81030.85
2011-08-18,74331.39
2011-08-19,78329.99
2011-08-20,75610.66
2011-08-21,87233.9
2011-08-22,90861.59
2011-08-23,92779.73
2011-08-24,85249.02
2011-08-25,73126.12
2011-08-26,66478.73
2011-08-27,61926.49
2011-08-28,52565.29
2011-08-29,52354.95
2011-08-30,61804.34
2011-08-31,64253.84
2011-09-01,64140.67
2011-09-02,53064.24
2011-09-03,66670.58
2011-09-04,61729.72
2011-09-05,54888.59
2011-09-06,59488.92
2011-09-07,51385.12
2011-09-08,48405.64
2011-09-09,43051.96
2011-09-10,39849.16
2011-09-11,32611.14
2011-09-12,37281.14
2011-09-13,40330.04
2011-09-14,41204.37
2011-09-15,40828.77
2011-09-16,38333.63
2011-09-17,28702.9
2011-09-18,31983.86
2011-09-19,40791.94
2011-09-20,34067.54
2011-09-21,42809.84
2011-09-22,41055.6
2011-09-23,40424.71
2011-09-24,37063.34
2011-09-25,35125.08
2011-09-26,36528.19
2011-09-27,32911.36
2011-09-28,32474.97
2011-09-29,35006.92
2011-09-30,29640.66
2011-10-01,31007.39
2011-10-02,36054.04
2011-10-03,30326.46
2011-10-04,36150.18
2011-10-05,27625.59
2011-10-06,35326.4
2011-10-07,30183.34
2011-10-08,29549.4
2011-10-09,23932.47
2011-10-10,26364.54
2011-10-11,25229.01
2011-10-12,18342.28
2011-10-13,24679.7
2011-10-14,19754.84
2011-10-15,27813.5
2011-10-16,25942
2011-10-17,21431.57
2011-10-18,16001.14
2011-10-19,15127.37
2011-10-20,15169.07
2011-10-21,13411.35
2011-10-22,15494.85
2011-10-23,15150.11
2011-10-24,16911.69
2011-10-25,17027.35
2011-10-26,17809.38
2011-10-27,16154.66
2011-10-28,14908.47
2011-10-29,16546.32
2011-10-30,20127.02
2011-10-31,18491.78
2011-11-01,21101.22
2011-11-02,23791.06
2011-11-03,24958.44
2011-11-04,19884.2
2011-11-05,22941.66
2011-11-06,21838.22
2011-11-07,21318.53
2011-11-08,19876.61
2011-11-09,22884.06
2011-11-10,23999.02
2011-11-11,20172.38
2011-11-12,18035.06
2011-11-13,21814.65
2011-11-14,21608.68
2011-11-15,16951.92
2011-11-16,19147.18
2011-11-17,16951.51
2011-11-18,15574.83
2011-11-19,13905.23
2011-11-20,13475.38
2011-11-21,16025.17
2011-11-22,13339.84
2011-11-23,16246.84
2011-11-24,15619.22
2011-11-25,13739.07
2011-11-26,16818.44
2011-11-27,14886.77
2011-11-28,14085.31
2011-11-29,16073.28
2011-11-30,19126.95
2011-12-01,23822.75
2011-12-02,27859.89
2011-12-03,22717.12
2011-12-04,21749.29
2011-12-05,18979.95
2011-12-06,22761.09
2011-12-07,25747.88
2011-12-08,20711.65
2011-12-09,24362.3
2011-12-10,21911.88
2011-12-11,21968.79
2011-12-12,25259.47
2011-12-13,20626.11
2011-12-14,21331.88
2011-12-15,23955.79
2011-12-16,17889.17
2011-12-17,18829.57
2011-12-18,24011.19
2011-12-19,23050.28
2011-12-20,27600.88
2011-12-21,26555.29
2011-12-22,29146.24
2011-12-23,28429.38
2011-12-24,27912.99
2011-12-25,28501.39
2011-12-26,36378.36
2011-12-27,35678.43
2011-12-28,29375.08
2011-12-29,32332.49
2011-12-30,28926.36
2011-12-31,29975.74
2012-01-01,35202.14
2012-01-02,39874.44
2012-01-03,39439.96
2012-01-04,38902.22
2012-01-05,40381.28
2012-01-06,47666.58
2012-01-07,57497.22
2012-01-08,62223.56
2012-01-09,57727.44
2012-01-10,51947.31
2012-01-11,45150.47
2012-01-12,52441.47
2012-01-13,52669.34
2012-01-14,45722.4
2012-01-15,50318.19
2012-01-16,48462.55
2012-01-17,58907.58
2012-01-18,47068.25
2012-01-19,38015.27
2012-01-20,46896
2012-01-21,47387.95
2012-01-22,50965.3
2012-01-23,42993.94
2012-01-24,53751.18
2012-01-25,43915.68
2012-01-26,42977.43
2012-01-27,38044.06
2012-01-28,37408.23
2012-01-29,40783.66
2012-01-30,46447.58
2012-01-31,47456.09
2012-02-01,41445.33
2012-02-02,41263.49
2012-02-03,48324.75
2012-02-04,47047.49
2012-02-05,45814.59
2012-02-06,40138.91
2012-02-07,40539.72
2012-02-08,38875.77
2012-02-09,40701.3
2012-02-10,41366.96
2012-02-11,40665.88
2012-02-12,42396.81
2012-02-13,43865.91
2012-02-14,36608.27
2012-02-15,31466.73
2012-02-16,29911.99
2012-02-17,29223.89
2012-02-18,33684.33
2012-02-19,36265.64
2012-02-20,35087.74
2012-02-21,30538.98
2012-02-22,27748.75
2012-02-23,35392.78
2012-02-24,41110.77
2012-02-25,36973.36
2012-02-26,39779.69
2012-02-27,37216.75
2012-02-28,38144.93
2012-02-29,38897.01
2012-03-01,42887.99
2012-03-02,37253.33
2012-03-03,31511.95
2012-03-04,26231.41
2012-03-05,33035.19
2012-03-06,35841.82
2012-03-07,34067.37
2012-03-08,37903.78
2012-03-09,38240
2012-03-10,41012.41
2012-03-11,40363.97
2012-03-12,32776.54
2012-03-13,40523.18
2012-03-14,41819.83
2012-03-15,36812.08
2012-03-16,31841.31
2012-03-17,40897.62
2012-03-18,44984.3
2012-03-19,41937.12
2012-03-20,34412.02
2012-03-21,38182.28
2012-03-22,37936.1
2012-03-23,37462.01
2012-03-24,29567.08
2012-03-25,42941.38
2012-03-26,35984.97
2012-03-27,34972.83
2012-03-28,36836.27
2012-03-29,35947.54
2012-03-30,33650.8
2012-03-31,37211.54
2012-04-01,41587.84
2012-04-02,34027.16
2012-04-03,28672.94
2012-04-04,32675.93
2012-04-05,33520.57
2012-04-06,28748.48
2012-04-07,33682.53
2012-04-08,30591.16
2012-04-09,35717.82
2012-04-10,35205.87
2012-04-11,35386.03
2012-04-12,34574.36
2012-04-13,31014.98
2012-04-14,30095.91
2012-04-15,34570.84
2012-04-16,26392.42
2012-04-17,36853.94
2012-04-18,33513.79
2012-04-19,33181.39
2012-04-20,40379.53
2012-04-21,40616.8
2012-04-22,40527.75
2012-04-23,36285.08
2012-04-24,34244.88
2012-04-25,35015.85
2012-04-26,32540.58
2012-04-27,39438.2
2012-04-28,34386.86
2012-04-29,37731.13
2012-04-30,44322.01
2012-05-01,44327.43
2012-05-02,42280.39
2012-05-03,37985.38
2012-05-04,40090.33
2012-05-05,40948.57
2012-05-06,42122.8
2012-05-07,41365.33
2012-05-08,42996.42
2012-05-09,44327.08
2012-05-10,41650.39
2012-05-11,31782.5
2012-05-12,35303.88
2012-05-13,31670.64
2012-05-14,34641.21
2012-05-15,34957.46
2012-05-16,32606.92
2012-05-17,30794.66
2012-05-18,29524.92
2012-05-19,37134.75
2012-05-20,38087.26
2012-05-21,35285.75
2012-05-22,32103.81
2012-05-23,29276.64
2012-05-24,33310.96
2012-05-25,32099.95
2012-05-26,31017.11
2012-05-27,36213.49
2012-05-28,40635.31
2012-05-29,36457.05
2012-05-30,32465.37
2012-05-31,33764.81
2012-06-01,35666.52
2012-06-02,39985.3
2012-06-03,41798.17
2012-06-04,40343.6
2012-06-05,40760.99
2012-06-06,39921.12
2012-06-07,41682.61
2012-06-08,38552.19
2012-06-09,39642.76
2012-06-10,47666.4
2012-06-11,45451.24
2012-06-12,38742.15
2012-06-13,44294.94
2012-06-14,44995.4
2012-06-15,46327.5
2012-06-16,49900.16
2012-06-17,50253.76
2012-06-18,51330.93
2012-06-19,55822.89
2012-06-20,47647.41
2012-06-21,48213.97
2012-06-22,45500.32
2012-06-23,45460.19
2012-06-24,52840.84
2012-06-25,41684.6
2012-06-26,48612.7
2012-06-27,47722.64
2012-06-28,53744.4
2012-06-29,45248.25
2012-06-30,48332.17
2012-07-01,44112.55
2012-07-02,46927.16
2012-07-03,51198.16
2012-07-04,52313.21
2012-07-05,48836.88
2012-07-06,48040.36
2012-07-07,51648.74
2012-07-08,56395.03
2012-07-09,52711.38
2012-07-10,56180.99
2012-07-11,53571.09
2012-07-12,47840.1
2012-07-13,55824.08
2012-07-14,63193.6
2012-07-15,61059.63
2012-07-16,53119.01
2012-07-17,61822.94
2012-07-18,73702.23
2012-07-19,69757.85
2012-07-20,61132.03
2012-07-21,62485.89
2012-07-22,62641.71
2012-07-23,66138.67
2012-07-24,60642.03
2012-07-25,69453.25
2012-07-26,69244.17
2012-07-27,74688.17
2012-07-28,79188.34
2012-07-29,68804.97
2012-07-30,72699.71
2012-07-31,79469.93
2012-08-01,60592.01
2012-08-02,63499.41
2012-08-03,85667.36
2012-08-04,88475.47
2012-08-05,85907.62
2012-08-06,74222.25
2012-08-07,76292.51
2012-08-08,90650.67
2012-08-09,92207.65
2012-08-10,95904.42
2012-08-11,89012.32
2012-08-12,96814.87
2012-08-13,95055.05
2012-08-14,94860.87
2012-08-15,95012.38
2012-08-16,107974.33
2012-08-17,103187.18
2012-08-18,82951.36
2012-08-19,88768.61
2012-08-20,76714.06
2012-08-21,85091.96
2012-08-22,86932.97
2012-08-23,78686.05
2012-08-24,83121.09
2012-08-25,77239.2
